,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
73,frozenset(['RED TOADSTOOL LED NIGHT LIGHT']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.13307984790874525,0.2623574144486692,0.060836501901140684,0.45714285714285713,1.7424430641821944,0.025922017088580142,1.358815289173504
42,frozenset(['BIG DOUGHNUT FRIDGE MAGNETS']),frozenset(['RED TOADSTOOL LED NIGHT LIGHT']),0.058301647655259824,0.13307984790874525,0.026615969581749048,0.45652173913043476,3.4304347826086956,0.018857195178957818,1.5951330798479089
1,frozenset(['STRAWBERRY CERAMIC TRINKET BOX']),frozenset(['SWEETHEART CERAMIC TRINKET BOX']),0.06463878326996197,0.032953105196451206,0.029150823827629912,0.45098039215686275,13.68552036199095,0.027020775202764243,1.7614068441064636
23,frozenset(['STRAWBERRY CERAMIC TRINKET BOX']),frozenset(['RED TOADSTOOL LED NIGHT LIGHT']),0.06463878326996197,0.13307984790874525,0.029150823827629912,0.45098039215686275,3.388795518207283,0.020548704381057027,1.5790331341662138
66,frozenset(['STRAWBERRY LUNCH BOX WITH CUTLERY']),frozenset(['LUNCH BOX WITH CUTLERY RETROSPOT']),0.07351077313054499,0.06463878326996197,0.032953105196451206,0.4482758620689655,6.935091277890467,0.028201458264058565,1.695342205323194
34,frozenset(['PLASTERS IN TIN STRONGMAN']),"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS'])",0.07097591888466413,0.06844106463878327,0.031685678073510776,0.44642857142857145,6.5228174603174605,0.02682801062132844,1.6828161412976816
97,"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS'])",frozenset(['PLASTERS IN TIN SPACEBOY']),0.06844106463878327,0.09505703422053231,0.030418250950570342,0.4444444444444444,4.6755555555555555,0.023912446327111855,1.6288973384030416
106,"frozenset(['RED TOADSTOOL LED NIGHT LIGHT', 'WOODLAND CHARLOTTE BAG'])",frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.057034220532319393,0.2623574144486692,0.025348542458808618,0.4444444444444444,1.6940418679549112,0.010385191824854098,1.3277566539923953
55,"frozenset(['RED TOADSTOOL LED NIGHT LIGHT', 'ROUND SNACK BOXES SET OF4 WOODLAND'])",frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.060836501901140684,0.16983523447401774,0.026615969581749048,0.4375,2.576026119402985,0.016283788016789792,1.4758484720461906
125,"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF4 WOODLAND'])",frozenset(['PLASTERS IN TIN STRONGMAN']),0.060836501901140684,0.07097591888466413,0.026615969581749048,0.4375,6.1640625,0.022298042957586972,1.6515983664272638
38,frozenset(['SAVE THE PLANET COTTON TOTE BAG']),"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'WOODLAND DESIGN  COTTON TOTE BAG'])",0.060836501901140684,0.046894803548795945,0.026615969581749048,0.4375,9.329391891891891,0.023763053776499104,1.6944092381354738
116,frozenset(['STRAWBERRY CERAMIC TRINKET BOX']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.06463878326996197,0.2623574144486692,0.02788339670468948,0.43137254901960786,1.644217107132708,0.01092493265287436,1.297233512521306
52,frozenset(['LUNCH BOX WITH CUTLERY RETROSPOT']),frozenset(['SKULL LUNCH BOX WITH CUTLERY']),0.06463878326996197,0.044359949302915085,0.02788339670468948,0.43137254901960786,9.724369747899159,0.02501602355583185,1.6806083650190116
16,frozenset(['PLASTERS IN TIN CIRCUS PARADE']),frozenset(['PLASTERS IN TIN STRONGMAN']),0.11787072243346007,0.07097591888466413,0.050697084917617236,0.43010752688172044,6.059907834101383,0.042331102083303214,1.6301743310137027
74,frozenset(['RED TOADSTOOL LED NIGHT LIGHT']),frozenset(['WOODLAND CHARLOTTE BAG']),0.13307984790874525,0.16603295310519645,0.057034220532319393,0.4285714285714286,2.5812431842966195,0.03493858038524002,1.4594423320659062
44,frozenset(['WOODLAND DESIGN  COTTON TOTE BAG']),frozenset(['WOODLAND CHARLOTTE BAG']),0.08871989860583017,0.16603295310519645,0.03802281368821293,0.42857142857142855,2.5812431842966195,0.023292386923493343,1.4594423320659062
45,"frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND', 'PLASTERS IN TIN WOODLAND ANIMALS'])",frozenset(['PLASTERS IN TIN SPACEBOY']),0.07224334600760456,0.09505703422053231,0.030418250950570342,0.4210526315789474,4.429473684210527,0.02355101273691972,1.5630833045281713
10,frozenset(['PLASTERS IN TIN CIRCUS PARADE']),frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.11787072243346007,0.16983523447401774,0.049429657794676805,0.41935483870967744,2.4691863264323546,0.02941105601256825,1.4297282072947475
107,"frozenset(['RED TOADSTOOL LED NIGHT LIGHT', 'ROUND SNACK BOXES SET OF4 WOODLAND'])",frozenset(['WOODLAND CHARLOTTE BAG']),0.060836501901140684,0.16603295310519645,0.025348542458808618,0.41666666666666663,2.509541984732824,0.015247678391572332,1.4296577946768059
118,frozenset(['PLASTERS IN TIN STRONGMAN']),frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.07097591888466413,0.16983523447401774,0.029150823827629912,0.4107142857142857,2.4183102345415777,0.017096612001844116,1.4087644505895456
131,frozenset(['PLASTERS IN TIN STRONGMAN']),frozenset(['PLASTERS IN TIN SPACEBOY']),0.07097591888466413,0.09505703422053231,0.029150823827629912,0.4107142857142857,4.320714285714286,0.022404063477376668,1.5356607904136421
26,frozenset(['JUMBO BAG WOODLAND ANIMALS']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.09378960709759189,0.2623574144486692,0.03802281368821293,0.4054054054054054,1.5452408930669799,0.013416414867932162,1.2405807120636017
90,frozenset(['PLASTERS IN TIN WOODLAND ANIMALS']),frozenset(['PLASTERS IN TIN SPACEBOY']),0.13561470215462612,0.09505703422053231,0.05449936628643853,0.40186915887850466,4.22766355140187,0.04160823490291894,1.5129515209125473
119,frozenset(['WOODLAND PARTY BAG + STICKER SET']),frozenset(['WOODLAND CHARLOTTE BAG']),0.08871989860583017,0.16603295310519645,0.035487959442332066,0.39999999999999997,2.4091603053435113,0.020757532677612482,1.3899450781580056
25,frozenset(['SPACEBOY LUNCH BOX']),frozenset(['WOODLAND CHARLOTTE BAG']),0.08745247148288973,0.16603295310519645,0.034220532319391636,0.391304347826087,2.3567872552273483,0.019700540222739475,1.3700887198986056
113,"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'PLASTERS IN TIN WOODLAND ANIMALS'])",frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.06844106463878327,0.16983523447401774,0.026615969581749048,0.38888888888888884,2.2898009950248754,0.014992265321169887,1.3584514344970617
18,frozenset(['PLASTERS IN TIN CIRCUS PARADE']),frozenset(['PLASTERS IN TIN SPACEBOY']),0.11787072243346007,0.09505703422053231,0.045627376425855515,0.38709677419354843,4.07225806451613,0.03442293512989923,1.476485891534921
72,frozenset(['LUNCH BAG WOODLAND']),frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.08238276299112801,0.16983523447401774,0.031685678073510776,0.38461538461538464,2.264638346727899,0.01769418220429512,1.349017743979721
67,frozenset(['FAWN BLUE HOT WATER BOTTLE']),frozenset(['WOODLAND CHARLOTTE BAG']),0.06717363751584284,0.16603295310519645,0.025348542458808618,0.37735849056603776,2.272792740890105,0.01419550505123522,1.339401620770442
128,frozenset(['PLASTERS IN TIN STRONGMAN']),"frozenset(['PLASTERS IN TIN CIRCUS PARADE', 'ROUND SNACK BOXES SET OF4 WOODLAND'])",0.07097591888466413,0.060836501901140684,0.026615969581749048,0.375,6.1640625,0.022298042957586972,1.502661596958175
20,frozenset(['PLASTERS IN TIN SPACEBOY']),frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.09505703422053231,0.16983523447401774,0.035487959442332066,0.37333333333333335,2.1982089552238806,0.019343925747083233,1.3247310088180568
48,frozenset(['JUMBO BAG WOODLAND ANIMALS']),frozenset(['JUMBO BAG RED RETROSPOT']),0.09378960709759189,0.06844106463878327,0.034220532319391636,0.36486486486486486,5.331081081081081,0.027801471757579264,1.4667098131219158
81,frozenset(['MEMO BOARD COTTAGE DESIGN']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.07351077313054499,0.2623574144486692,0.026615969581749048,0.3620689655172414,1.3800599700149925,0.007329873209096557,1.156304593566951
143,frozenset(['STRAWBERRY LUNCH BOX WITH CUTLERY']),frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.07351077313054499,0.16983523447401774,0.026615969581749048,0.3620689655172414,2.13188368502316,0.014131250190756615,1.301339362175864
84,frozenset(['6 RIBBONS RUSTIC CHARM']),frozenset(['ROUND SNACK BOXES SET OF4 WOODLAND']),0.10646387832699619,0.2623574144486692,0.03802281368821293,0.35714285714285715,1.3612836438923395,0.010091225838164495,1.147444021968737
122,frozenset(['GUMBALL COAT RACK']),frozenset(['ROUND SNACK BOXES SET OF 4 FRUITS']),0.07858048162230671,0.16983523447401774,0.02788339670468948,0.3548387096774194,2.089311506981223,0.014537662183283779,1.2867553865652726
